method,max_abs_violation,mean_abs_violation,root_forecast,sum_of_bottom,gap_pct_of_root,already_coherent
seasonal_naive,0.0,0.0,1214424.0,1214424.0,0.0,True
ses,1231.5296511850074,0.366278079548158,1236626.1718593594,1266010.742335386,-2.376188628762794,False
croston_sba,172.2928185593555,0.06624063858787045,1201450.9714258628,1197049.5559179494,0.3663416662512499,False
gbm,9623.503829787314,0.9855149700966123,1056853.6803560124,1226718.369492977,-16.072678015346813,False
